inf_at,inf_lt,inf_ni,inf_revt,inf_cost,inf_emp,gvkey,fyear
274326167.1442625,112502282.02414335,10271603.358167242,85084494.794015,70432575.5058108,,600293.SH,2000.0
230535416.12558216,78637885.18035339,6799451.261079652,54804421.04683648,48381444.91497389,2292.475309083752,600293.SH,2001.0
238769334.852531,82745109.95229919,1036730.0988578916,74752558.77145094,73584704.55850327,2403.780462448599,600293.SH,2002.0
273469127.70960206,119364241.28367434,1694868.197411944,80103295.9527517,78103613.3119099,2361.350334963804,600293.SH,2003.0
323954887.9087921,168003740.881397,3673591.270549447,86928299.23225899,82124844.71075611,2281.430038772895,600293.SH,2004.0
328449541.70431167,169933370.3679414,-104386.73499799691,93569466.24915151,96073034.97503673,2216.370453562421,600293.SH,2005.0
386888258.8966976,237307288.85994625,954231.4050947052,114510871.64997058,113763774.92053027,2174.293683892199,600293.SH,2006.0
383044281.0300925,234708691.1749066,1363261.9789421386,148649047.64602444,147419319.12202317,2169.187203851656,600293.SH,2007.0
375196058.1864954,248402271.37601763,-13616643.578308225,137439988.35413432,143911848.97639462,2033.1888570703168,600293.SH,2008.0
383803947.220194,260275805.5515109,3782893.125784588,126726209.15580323,123028903.53263684,1955.8001766846216,600293.SH,2009.0
396172373.8446226,262156917.8279297,8483824.062851103,163709257.694607,155215199.0126339,2305.16572465894,600293.SH,2010.0
428944309.7439526,306632659.0151958,-7776244.547170955,185643881.92422947,197632659.35095167,2566.3791403556447,600293.SH,2011.0
